student_id,first_name,last_name,age,email,country,grade_math,grade_science,grade_english,Final_score,age_scaled,grade_math_scaled,grade_science_scaled,grade_english_scaled,Final_score_scaled,country_code
1,Kerrill,De Cleyne,24,kdecleyne0@furl.net,Venezuela,68,80,15,54,1.0831733024510304,0.6218487177142906,1.083879729722415,-1.1925037373237095,0.27743709127999067,113
2,Krissie,Vittet,25,kvittet1@ustream.tv,Bulgaria,29,30,60,39,1.5227728570171957,-0.7297702975483374,-0.6275993950563865,0.31343632496418766,-0.6157924363439331,13
3,Hugibert,Haugg,21,hhaugg2@theguardian.com,New Zealand,76,0,55,43,-0.23562536124746516,0.8991039003322656,-1.6544868699236674,0.14610965137664353,-0.3775978956442201,75
4,Fancie,De Mars,18,fdemars3@parallels.com,China,82,88,90,86,-1.5544240249459609,1.1070452872957468,1.3577163896870232,1.3173963664894526,2.1829934168776948,19
5,Micki,O'Dowgaine,24,modowgaine4@livejournal.com,China,77,23,11,37,1.0831733024510304,0.9337607981595124,-0.8672064725254187,-1.3263650761937449,-0.7348897066937896,19
6,Bella,Litchfield,22,blitchfield5@dropbox.com,China,44,78,30,50,0.20397419331870006,-0.20991683013963439,1.0154205647312629,-0.6905237165610771,0.03924255058027765,19
7,Ariel,Laslett,22,alaslett6@vimeo.com,Malta,100,61,90,83,0.20397419331870006,1.7308694481861906,0.4335176623064704,1.3173963664894526,2.00434751135291,65
8,Ailbert,Nickolls,25,anickolls7@is.gd,China,98,81,59,79,1.5227728570171957,1.6615556525316968,1.118109312217991,0.2799709902466788,1.7661529706531969,19
9,Jobyna,Stoffer,25,jstoffer8@xinhuanet.com,El Salvador,35,51,41,42,1.5227728570171957,-0.5218289105848563,0.09122183735071009,-0.3224050346684801,-0.43714653081914834,32
10,Saundra,Dietzler,25,sdietzler9@blogspot.com,Argentina,46,38,16,33,1.5227728570171957,-0.14060303448514064,-0.3537627350917783,-1.1590384026062008,-0.9730842473935026,2
11,Mitchel,Lunt,22,mlunta@gov.uk,Macedonia,89,40,65,64,0.20397419331870006,1.349643572086475,-0.28530357010062624,0.4807629985517318,0.8729234430292732,61
12,Nicoli,Chadburn,25,nchadburnb@toplist.cz,Mexico,80,47,53,60,1.5227728570171957,1.037731491641253,-0.04569649263159403,0.07917898194162587,0.6347289023295601,69
13,Ketti,Naisby,21,knaisbyc@sina.com.cn,France,95,30,49,58,-0.23562536124746516,1.5575849590499562,-0.6275993950563865,-0.054682356928409434,0.5156316319797036,36
14,Adoree,Rama,22,aramad@xinhuanet.com,Argentina,60,89,12,53,0.20397419331870006,0.3445935350963156,1.3919459721825993,-1.292899741476236,0.2178884561050624,2
15,Berny,Jime,19,bjimee@zdnet.com,Brazil,61,27,32,40,-1.1148244703797956,0.3792504329235625,-0.7302881425431147,-0.6235930471260596,-0.5562438011690048,12
16,Reynolds,Goodge,24,rgoodgef@cargocollective.com,Guatemala,56,2,41,33,1.0831733024510304,0.2059659437873281,-1.5860277049325153,-0.3224050346684801,-0.9730842473935026,41
17,Turner,Brendish,24,tbrendishg@opera.com,Sweden,23,72,90,61,1.0831733024510304,-0.9377116845118187,0.8100430697578067,1.3173963664894526,0.6942775375044884,101
18,Ninetta,Carrane,20,ncarraneh@etsy.com,Slovenia,78,98,95,90,-0.6752249158136304,0.9684176959867593,1.7000122146427836,1.4847230400769966,2.421187957577408,94
19,Dilly,Jedrychowski,19,djedrychowskii@aol.com,China,28,40,3,23,-1.1148244703797956,-0.7644271953755843,-0.28530357010062624,-1.5940877539338156,-1.5685705991427852,19
20,Friedrick,Schrir,19,fschrirj@slashdot.org,Indonesia,100,6,55,53,-1.1148244703797956,1.7308694481861906,-1.4491093749502113,0.14610965137664353,0.2178884561050624,44
21,Clay,Gallagher,23,cgallagherk@soup.io,Vietnam,63,81,12,52,0.6435737478848653,0.4485642285780562,1.118109312217991,-1.292899741476236,0.15833982093013416,114
22,Collen,Foran,20,cforanl@sakura.ne.jp,Croatia,38,67,74,59,-0.6752249158136304,-0.41785821710311566,0.6388951572799266,0.7819510110093113,0.5751802671546319,23
23,Skye,Elland,20,sellandm@a8.net,Russia,82,88,27,65,-0.6752249158136304,1.1070452872957468,1.3577163896870232,-0.7909197207136036,0.9324720782042014,90
24,Tonnie,Audenis,24,taudenisn@wufoo.com,Philippines,71,6,26,34,1.0831733024510304,0.7258194111960312,-1.4491093749502113,-0.8243850554311125,-0.9135356122185744,85
25,Hedwiga,Tidswell,20,htidswello@discovery.com,China,78,97,8,61,-0.6752249158136304,0.9684176959867593,1.6657826321472076,-1.4267610803462714,0.6942775375044884,19
26,Clevey,Bargh,25,cbarghp@uol.com.br,China,20,34,76,43,1.5227728570171957,-1.0416823779935593,-0.49068106507408243,0.8488816804443289,-0.3775978956442201,19
27,Kurt,Ivery,25,kiveryq@csmonitor.com,Portugal,51,60,18,43,1.5227728570171957,0.032681454651093726,0.39928807981089437,-1.092107733171183,-0.3775978956442201,87
28,Lloyd,Yeliashev,18,lyeliashevr@hud.gov,China,87,94,92,91,-1.5544240249459609,1.2803297764319812,1.5630938846604794,1.3843270359244702,2.480736592752336,19
29,Terence,Creswell,20,tcreswells@domainmarket.com,China,76,66,68,70,-0.6752249158136304,0.8991039003322656,0.6046655747843506,0.5811590027042582,1.2302152540788427,19
30,Valentia,McGarrahan,25,vmcgarrahant@kickstarter.com,China,32,62,80,58,1.5227728570171957,-0.6257996040665968,0.46774724480204644,0.9827430193143643,0.5156316319797036,19
31,Tara,Bodesson,24,tbodessonu@nymag.com,Portugal,41,15,93,49,1.0831733024510304,-0.313887523621375,-1.141043132490027,1.417792370641979,-0.020306084594650598,87
32,Arvy,Hinkins,19,ahinkinsv@go.com,Portugal,90,95,63,82,-1.1148244703797956,1.3843004699137218,1.5973234671560554,0.41383232911671414,1.9447988761779818,87
33,Allys,O'Kieran,19,aokieranw@cargocollective.com,Indonesia,87,4,74,55,-1.1148244703797956,1.2803297764319812,-1.5175685399413634,0.7819510110093113,0.3369857264549189,44
34,Kele,Vashchenko,19,kvashchenkox@salon.com,Lithuania,12,55,88,51,-1.1148244703797956,-1.3189375606115343,0.2281401673330142,1.2504656970544348,0.0987911857552059,59
35,Eilis,Kissock,23,ekissocky@wsj.com,Russia,0,14,69,27,0.6435737478848653,-1.734820334538497,-1.175272714985603,0.6146243374217671,-1.3303760584430722,90
36,Phyllys,Prahl,23,pprahlz@mapy.cz,China,31,55,9,31,0.6435737478848653,-0.6604565018938438,0.2281401673330142,-1.3932957456287625,-1.0921815177433591,19
37,Rosella,Dowall,22,rdowall10@hexun.com,Philippines,81,33,31,48,0.20397419331870006,1.0723883894685,-0.5249106475696584,-0.6570583818435684,-0.07985471976957885,85
38,Karim,McDougald,25,kmcdougald11@tinyurl.com,Philippines,24,18,16,19,1.5227728570171957,-0.9030547866845718,-1.038354385003299,-1.1590384026062008,-1.8067651398424982,85
39,Teriann,Gaynor,19,tgaynor12@topsy.com,France,41,1,12,18,-1.1148244703797956,-0.313887523621375,-1.6202572874280914,-1.292899741476236,-1.8663137750174263,36
40,Andonis,Pert,21,apert13@reference.com,Poland,97,66,64,75,-0.23562536124746516,1.62689875470445,0.6046655747843506,0.447297663834223,1.5279584299534839,86
41,Garik,Caldecot,23,gcaldecot14@gmpg.org,Indonesia,73,1,96,56,0.6435737478848653,0.7951332068505249,-1.6202572874280914,1.5181883747945055,0.3965343616298472,44
42,Andria,Bollum,25,abollum15@deliciousdays.com,South Korea,62,41,74,59,1.5227728570171957,0.4139073307508093,-0.25107398760505023,0.7819510110093113,0.5751802671546319,97
43,Rodolphe,Bordes,24,rbordes16@who.int,Kenya,87,92,50,76,1.0831733024510304,1.2803297764319812,1.4946347196693273,-0.021217022210900608,1.5875070651284122,53
44,Der,Blackborough,19,dblackborough17@yelp.com,Paraguay,7,70,79,52,-1.1148244703797956,-1.4922220497477687,0.7415839047666547,0.9492776845968554,0.15833982093013416,83
45,Tess,Laidel,25,tlaidel18@slate.com,Curacao,19,47,90,52,1.5227728570171957,-1.0763392758208061,-0.04569649263159403,1.3173963664894526,0.15833982093013416,25
46,Skylar,Lewry,20,slewry19@trellian.com,Portugal,53,57,21,43,-0.6752249158136304,0.10199525030558748,0.2965993323241663,-0.9917117290186567,-0.3775978956442201,87
47,Dorice,Astle,25,dastle1a@weebly.com,Mexico,16,67,12,31,1.5227728570171957,-1.180309969302547,0.6388951572799266,-1.292899741476236,-1.0921815177433591,69
48,Dorolice,Donohue,24,ddonohue1b@istockphoto.com,Argentina,69,10,60,46,1.0831733024510304,0.6565056155415374,-1.312191044967907,0.31343632496418766,-0.19895199011943535,2
49,Starlin,Klimp,18,sklimp1c@fotki.com,Brazil,89,5,99,64,-1.5544240249459609,1.349643572086475,-1.4833389574457874,1.618584378947032,0.8729234430292732,12
50,Prentiss,Blythe,25,pblythe1d@wikia.com,Argentina,90,16,44,50,1.5227728570171957,1.3843004699137218,-1.106813549994451,-0.22200903051595358,0.03924255058027765,2
51,Zacharias,Colquite,20,zcolquite1e@smh.com.au,China,77,78,13,56,-0.6752249158136304,0.9337607981595124,1.0154205647312629,-1.2594344067587273,0.3965343616298472,19
52,Carmencita,Whithalgh,23,cwhithalgh1f@skype.com,Palestinian Territory,54,28,41,41,0.6435737478848653,0.13665214813283436,-0.6960585600475386,-0.3224050346684801,-0.4966951659940766,81
53,Ernaline,Le Blond,19,eleblond1g@bloglovin.com,Japan,59,70,82,70,-1.1148244703797956,0.3099366372690687,0.7415839047666547,1.0496736887493818,1.2302152540788427,50
54,Tanya,Braisby,24,tbraisby1h@gnu.org,Russia,86,10,35,43,1.0831733024510304,1.2456728786047344,-1.312191044967907,-0.523197042973533,-0.3775978956442201,90
55,Leisha,Doward,24,ldoward1i@upenn.edu,Syria,71,22,59,50,1.0831733024510304,0.7258194111960312,-0.9014360550209948,0.2799709902466788,0.03924255058027765,103
56,Jory,Harsnipe,22,jharsnipe1j@fema.gov,China,45,47,40,44,0.20397419331870006,-0.1752599323123875,-0.04569649263159403,-0.35587036938598887,-0.31804926046929183,19
57,Shandee,Scaice,20,sscaice1k@sun.com,Czech Republic,61,31,52,48,-0.6752249158136304,0.3792504329235625,-0.5933698125608106,0.04571364722411705,-0.07985471976957885,26
58,Noel,Crackett,19,ncrackett1l@nyu.edu,Croatia,76,43,36,51,-1.1148244703797956,0.8991039003322656,-0.18261482261389816,-0.4897317082560242,0.0987911857552059,23
59,Corine,Cattlemull,24,ccattlemull1m@earthlink.net,Philippines,98,43,93,78,1.0831733024510304,1.6615556525316968,-0.18261482261389816,1.417792370641979,1.7066043354782687,85
60,Elvera,Kilcullen,19,ekilcullen1n@csmonitor.com,Germany,21,65,91,59,-1.1148244703797956,-1.0070254801663125,0.5704359922887745,1.3508617012069613,0.5751802671546319,38
61,Elisha,Cudby,19,ecudby1o@clickbank.net,France,82,34,18,44,-1.1148244703797956,1.1070452872957468,-0.49068106507408243,-1.092107733171183,-0.31804926046929183,36
62,Fawnia,Pleuman,25,fpleuman1p@fotki.com,South Africa,61,26,33,40,1.5227728570171957,0.3792504329235625,-0.7645177250386906,-0.5901277124085507,-0.5562438011690048,96
63,Ulberto,Element,20,uelement1q@mail.ru,Kenya,82,35,16,44,-0.6752249158136304,1.1070452872957468,-0.4564514825785064,-1.1590384026062008,-0.31804926046929183,53
64,Tildi,Scobbie,21,tscobbie1r@wix.com,Indonesia,39,94,83,72,-0.23562536124746516,-0.38320131927586876,1.5630938846604794,1.0831390234668907,1.3493125244286992,44
65,Claudina,Stallard,24,cstallard1s@drupal.org,Taiwan,6,44,11,20,1.0831733024510304,-1.5268789475750155,-0.14838524011832213,-1.3263650761937449,-1.7472165046675698,104
66,Ethelyn,Farens,24,efarens1t@wordpress.org,Czech Republic,62,90,39,63,1.0831733024510304,0.4139073307508093,1.4261755546781754,-0.3893357041034977,0.8133748078543449,26
67,Thalia,Abercromby,24,tabercromby1u@example.com,Philippines,71,78,16,55,1.0831733024510304,0.7258194111960312,1.0154205647312629,-1.1590384026062008,0.3369857264549189,85
68,Arabela,Risely,23,arisely1v@marketwatch.com,China,91,64,63,72,0.6435737478848653,1.4189573677409686,0.5362064097931984,0.41383232911671414,1.3493125244286992,19
69,Matteo,Lattey,21,mlattey1w@spiegel.de,Afghanistan,100,27,54,60,-0.23562536124746516,1.7308694481861906,-0.7302881425431147,0.1126443166591347,0.6347289023295601,0
70,Carmella,Ballsdon,18,cballsdon1x@google.ru,Russia,34,57,63,51,-1.5544240249459609,-0.5564858084121032,0.2965993323241663,0.41383232911671414,0.0987911857552059,90
71,Killie,Lorenc,24,klorenc1y@123-reg.co.uk,Syria,21,16,63,33,1.0831733024510304,-1.0070254801663125,-1.106813549994451,0.41383232911671414,-0.9730842473935026,103
72,Cilka,Telfer,22,ctelfer1z@google.com,Japan,31,65,26,40,0.20397419331870006,-0.6604565018938438,0.5704359922887745,-0.8243850554311125,-0.5562438011690048,50
73,Delbert,Vala,25,dvala20@eepurl.com,Indonesia,68,33,60,53,1.5227728570171957,0.6218487177142906,-0.5249106475696584,0.31343632496418766,0.2178884561050624,44
74,Concordia,Boyton,23,cboyton21@is.gd,Indonesia,9,91,29,43,0.6435737478848653,-1.422908254093275,1.4604051371737514,-0.723989051278586,-0.3775978956442201,44
75,Enid,Pretley,23,epretley22@pagesperso-orange.fr,Philippines,79,2,82,54,0.6435737478848653,1.0030745938140062,-1.5860277049325153,1.0496736887493818,0.27743709127999067,85
76,Davina,Waywell,19,dwaywell23@tripod.com,Lithuania,10,61,86,52,-1.1148244703797956,-1.3882513562660281,0.4335176623064704,1.1835350276194172,0.15833982093013416,59
77,Gunter,Ruste,22,gruste24@prlog.org,Russia,83,81,20,61,0.20397419331870006,1.1417021851229936,1.118109312217991,-1.0251770637361655,0.6942775375044884,90
78,Ric,De Carlo,20,rdecarlo25@amazon.com,Brazil,34,20,71,41,-0.6752249158136304,-0.5564858084121032,-0.9698952200121469,0.6815550068567848,-0.4966951659940766,12
79,Jenelle,Treherne,18,jtreherne26@wordpress.org,Portugal,31,48,5,28,-1.5544240249459609,-0.6604565018938438,-0.011466910136018,-1.5271570844987978,-1.2708274232681438,87
80,Welch,Mucklow,19,wmucklow27@shop-pro.jp,Portugal,26,15,51,30,-1.1148244703797956,-0.8337409910300781,-1.141043132490027,0.01224831250660822,-1.1517301529182873,87
81,Anatol,Wheatman,25,awheatman28@spotify.com,Russia,81,72,51,68,1.5227728570171957,1.0723883894685,0.8100430697578067,0.01224831250660822,1.1111179837289862,90
82,Ritchie,O'Carmody,25,rocarmody29@pinterest.com,Azerbaijan,13,27,62,34,1.5227728570171957,-1.2842806627842875,-0.7302881425431147,0.38036699439920535,-0.9135356122185744,6
83,Davide,Pettyfer,19,dpettyfer2a@vinaora.com,China,44,78,55,59,-1.1148244703797956,-0.20991683013963439,1.0154205647312629,0.14610965137664353,0.5751802671546319,19
84,Sada,Anchor,24,sanchor2b@gmpg.org,China,79,18,29,42,1.0831733024510304,1.0030745938140062,-1.038354385003299,-0.723989051278586,-0.43714653081914834,19
